Goya Marinade, Mojo Criollo	12 fl oz (355 ml)		http://www.publix.com/images/products/135000/139970-600x600-A.jpg			
Caribbean Sunshine Hot Pepper Sauce, Jamaican	3 fl oz (88.5 ml)		http://www.publix.com/images/products/160000/163914-600x600-A.jpg			
Lawrys Marinade, 30 Minute, Mojo Criollo	12 fl oz (354 ml)		http://www.publix.com/images/products/350000/351981-600x600-A.jpg			
Charleston Original Sauces Seasoning, Blackening	6 oz (170 g)		http://www.publix.com/images/products/225000/227125-600x600-A.jpg			
Macs BBQ Sauce, Red	16 fluid ounces	Great for ribs, brisket, chicken & fish. Beer. Bikes. BBQ. Memphis in May. World Championship BBQ Cooking Contest: 1st place sauce. Mac's Speed Shop. Charlotte, North Carolina's own Mac's Speed Shop opened its doors in 2005 and quickly became one of the most sought after BBQ joints in town, opening the eyes (and taste buds!), of guests to an entirely new BBQ experience. Mac's sauces are our chef's own family recipe that have been smothered over pork, beef and chicken for generations and are now available for you! Grab yourself a taste of what everyone's talking about! www.MacSpeedShop.com.Show Lessnow available for you! Grab yourself a taste of what everyone's talking about! www.MacSpeedShop.com.	http://www.publix.com/images/products/200000/200571-600x600-A.jpg			
Ocho Rios Hot Pepper Sauce, Classic Scotch Bonnet	5.5 fl oz (156 ml)		http://www.publix.com/images/products/810000/810141-600x600-A.jpg			
Pilleteri's Marinade, Original	64 oz Bottle		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg			
Goya, Recaito	6 oz Jar		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Teaspoon(s) (5g) Servings Per Container 34 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 1% Sodium 35mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Simplify Vanilla Extract, Pure, Madagascar Bourbon	9 fl oz (267 ml)		http://www.publix.com/images/products/125000/127708-600x600-A.jpg			
Lawrys Marinade, 30 Minute, Baja Chipotle	12 fl oz (354 ml)		http://www.publix.com/images/products/310000/310451-600x600-A.jpg			
Texas Pete Hot Sauce, Original, Medium	24 fl oz (710 ml)		http://www.publix.com/images/products/120000/121874-600x600-A.jpg	Nutrition Facts Serving Size 1 tsp (5ml) Servings Per Container about 142 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 4% Sodium 90mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Vinegar, Aged Peppers (Peppers, Salt, Vinegar), Water, Xanthan Gum And Benzoate Of Soda (To Preserve Freshness And Flavor).	Manufactured On A Line That Produces Products With A Soy Allergen.
Walkerswood Jerk Seasoning, Traditional Jamaican, Mild	10 oz (280 g)		http://www.publix.com/images/products/310000/313924-600x600-A.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (17g) Servings Per Container 16 Amount Per Serving Calories from Fat 0 Calories 10 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 9% Sodium 210mg 1% Total Carbohydrates 2g 0% Dietary Fiber 0g Sugars 1g Protein 0g 4% Vitamin A 10% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Scallions, Hot Peppers, Black Pepper, Salt, Onion, Allspice, Nutmeg, Cane Sugar, Citric Acid, Thyme.	
Ocho Rios Mackerel, in Tomato Sauce	15 oz Can		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 3 Ounce(s) (84g) Servings Per Container 5 1/10 Amount Per Serving Calories from Fat 25 Calories 90 % Daily Value* 4% Total Fat 2.5g 3% Saturated Fat 0.5g Trans Fat 0.5g 18% Cholesterol 55mg 16% Sodium 390mg 2% Total Carbohydrates 6g 0% Dietary Fiber 0g Sugars 1g Protein 12g 0% Vitamin A 30% Vitamin C 25% Calcium 8% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Samsons Sauce Sauce, Original	5 fl oz (147 ml)	Comic label. V.V.H. Since 1925. Makes everything taste better. Excellent for steaks, hamburgers, pork chops, barbecue, seafoods, soups, stews, gravies, dressings, eggs, bloody Mary's, and the rest is just foolishness. Also used for baldness, hangovers, aphrodisia, and amnesia. 20 drops will cure insanity or else drive you crazy. Not recommended for prickly heat, poison ivy, shortness of breath, or hemorrhoids. Antidote for Overdosage - Spend the night in the deep freeze unit - this might cause a stiffening effect, but the older you are, the quicker the recovery. Like a lot of things after 50, a little goes a long way. www.samsonsauce.com. Goodness grows in NC.Show Lessstiffening effect, but the older you are, the quicker the recovery. Like a lot of things after 50, a little goes a long way. www.samsonsauce.com. Goodness grows in NC.	http://www.publix.com/images/products/215000/219361-600x600-A.jpg	Nutrition Facts Serving Size 1 Teaspoon(s) (5g) Servings Per Container 30 Amount Per Serving Calories from Fat 0 Calories 5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 3% Sodium 75mg 0% Total Carbohydrates 1g 0% Dietary Fiber 0g Sugars 1g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Vinegar, Tomatoes, High Fructose Corn Syrup, Corn Syrup, Peppers, Molasses, Anchovies, Water, Onions, Garlic, Tamarind Extract, Hydrolyzed Soy And Corn Protein, Wheat, Soybeans, Brown Sugar, Salt, Lemon Juice (Sodium Metabisulfite, Sodium Sulfite), Lemon Oil, Horseradish, Mustard, Celery, Oleoresin (For Color), Spices, Natural Flavoring, Xanthan Gum, Sodium Benzoate (Preservative).	
Lawrys Marinade, 30 Minute, Mediterranean Herb & White Wine	12 fl oz (354 ml)		http://www.publix.com/images/products/350000/351971-600x600-A.jpg			
Woebers Sandwich Pal Horseradish Sauce	16 oz (1 lb) 453.6 g		http://www.publix.com/images/products/780000/783411-600x600-A.jpg			
Hooters Wing Sauce, Medium	12 fl oz (355 ml)		http://www.publix.com/images/products/20000/022108-600x600-A.jpg			
Lawrys Marinade, 30 Minute, Simply Asia Sweet Asian BBQ	12 fl oz (354 ml)		http://www.publix.com/images/products/350000/351972-600x600-A.jpg			
Frenchs Worcestershire Sauce, Reduced Sodium	15 fl oz (443 ml)		http://www.publix.com/images/products/160000/164822-600x600-A.jpg			
Barbados, Browning Gararmel	5 oz Bottle		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (15ml) Servings Per Container 9 Amount Per Serving Calories from Fat 0 Calories 40 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 1% Sodium 15mg 3% Total Carbohydrates 10g 0% Dietary Fiber 0g Sugars 7g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Picamas Hot Sauce	7.05 oz (200 g)		http://www.publix.com/images/products/820000/822497-600x600-A.jpg			
Kirby Seasoning, Sofrito Criollo	12 oz (340 g)		http://www.publix.com/images/products/10000/012816-600x600-A.jpg	Nutrition Facts Serving Size 1 tbl (14.17g) Servings Per Container 24 Amount Per Serving Calories from Fat 0 Calories 5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 9% Sodium 220mg 1% Total Carbohydrates 2g 4% Dietary Fiber 1g Sugars 1g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Water, Sweet Peppers, Tomato Paste, Onion, Salt, Olive Oil Garlic, Vinegar, Corn Starch Paprika, Spices, Sodium Benzoate And Calcium Disodium Edta To Preserve Freshness.	
Ducal Tomatina Prepared Sauce__(Salsita Lista), Ranchera Style	3.70 oz Pouch		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Package(s) (106g) Servings Per Container 1 Amount Per Serving Calories from Fat 20 Calories 90 % Daily Value* 3% Total Fat 2g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 9% Sodium 220mg 5% Total Carbohydrates 15g 0% Dietary Fiber 0g Sugars 14g Protein 2g 4% Vitamin A 50% Vitamin C 0% Calcium 4% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Badia Sour Orange	10 fl oz (295.74 ml)		http://www.publix.com/images/products/880000/881114-600x600-A.jpg			
Goya Pepper Paste, Yellow Hot	7.5 oz (212.6 g)		http://www.publix.com/images/products/965000/966493-600x600-A.jpg			
Moores Marinade, Original	16 fl oz (0.473 lt)		http://www.publix.com/images/products/305000/307340-600x600-A.jpg			
Ocho Rios Jamaica Boston Style, Jerk Sauce	5 oz Bot		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (17ml) Servings Per Container 8 Amount Per Serving Calories from Fat 0 Calories 20 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 9% Sodium 210mg 1% Total Carbohydrates 4g 0% Dietary Fiber 0g Sugars 3g Protein 0g 0% Vitamin A 0% Vitamin C 2% Calcium 4% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Soy Vay Marinade & Sauce, Island Teriyaki	20 oz (1 lb 4 oz) 566 g	The big kahuna of teriyakis, this marinade and sauce is made with the sweet tropical taste of pineapple, zesty ginger and garlic. Aloha! Per 1 Tbsp: 45 calories; 0 g sat fat (0% DV); 510 mg sodium (21% DV); 7 g sugars. Bottle is BPA-free. No preservatives. A Taste of the Islands Since 1982: Take one Jewish boy and one Chinese girl. Add heaping helpings of passion for food. Mix in his parents' appetite for tropical flavors. Shake. Then pull up a beach chair and savor Island Teriyaki Marinade and Sauce. The exotic taste of pineapple, zesty ginger and garlic hula their hearts out in preservative-free soy sauce. Infused with the aloha spirit and real, high-quality ingredients (just the good stuff), this sweet sauce works its magic on meat, fish, tofu and veggies. Now you're luau-ready. Just add family and friends. how2recycle.info. Easy to use whether you're grilling, baking, broiling, stir-frying or whatevering. Questions or comments, call (800) 444-6369. Partially produced with genetic engineering. For recipes and tips, drop by SoyVay.com.Show LessSauce. The exotic taste of pineapple, zesty ginger and garlic hula their hearts out in preservative-free soy sauce. Infused with the aloha spirit and real, high-quality ingredients (just the good stuff), this sweet sauce works its magic on meat, fish, tofu and veggies. Now you're luau-ready. Just add family and friends. how2recycle.info. Easy to use whether you're grilling, baking, broiling, stir-frying or whatevering. Questions or comments, call (800) 444-6369. Partially produced with genetic engineering. For recipes and tips, drop by SoyVay.com.	http://www.publix.com/images/products/10000/013839-600x600-A.jpg	Nutrition Facts Serving Size 1 tbsp (19g) Servings Per Container about 30 Amount Per Serving Calories from Fat 10 Calories 45 % Daily Value* 2% Total Fat 1g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 21% Sodium 510mg 3% Total Carbohydrates 8g 0% Dietary Fiber 0g Sugars 7g Protein 1g 0% Vitamin A 0% Vitamin C 0% Calcium 2% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Soy Sauce (Water, Wheat, Soybeans, Salt), Sugar, Pineapple Juice Concentrate, Vegetable Oil (Soybean And/Or Canola), Vinegar, Sesame Seeds, Onion (Dried), Garlic (Dried), Ginger Puree (Ginger, Water), Expeller Pressed Sesame Oil, Ginger (Dried).	Contains: Wheat, Soy.
KC Masterpiece Marinade, 30 Minute, Honey Teriyaki	16 fl oz (1 pt) 473 ml		http://www.publix.com/images/products/395000/395943-600x600-A.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (15ml) Servings Per Container 32 Amount Per Serving Calories from Fat 5 Calories 35 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 15% Sodium 370mg 3% Total Carbohydrates 9g 0% Dietary Fiber 0g Sugars 8g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	High Fructose Corn Syrup, Water, Soy Sauce (Water, Wheat, Soybeans, Salt), Vinegar, Molasses, Salt, Rice Wine, Honey, Less Than 2% Of: Spices, Natural Flavors, Dried Garlic, Sesame Seeds, Sesame Oil, Sodium Benzoate As A Preservative, Xanthan Gum, Hydrolyzed Soy Protein, Modified Food Starch, Caramel Color.	Contains: Soy, Wheat.
A1 Sauce, Bold & Spicy	10 oz (283 g)		http://www.publix.com/images/products/5000/005882-600x600-A.jpg			
Pickapeppa Pickapeppa Sauce, Original Flavour	5 fl oz (148 ml)		http://www.publix.com/images/products/395000/396805-600x600-A.jpg			
Heinz Tartar Sauce, Premium	12.5 fl oz (369 ml)		http://www.publix.com/images/products/5000/005791-600x600-A.jpg			
JCS Peppers, Crushed, Hot	11.5 oz (340 ml)		http://www.publix.com/images/products/800000/800507-600x600-A.jpg			
Ocho Rios, Hot Pepper Sauce	3 oz Jar		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Teaspoon(s) (5ml) Servings Per Container 17 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 5% Sodium 110mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 6% Vitamin A 15% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Mr Yoshidas Marinade & Cooking Sauce, Original Gourmet, Sweet Teriyaki	17 fl oz (502 ml)		http://www.publix.com/images/products/395000/395956-600x600-A.jpg			
Bone Suckin Seasoning & Rub	5.8 oz (164 g)		http://www.publix.com/images/products/205000/205718-600x600-A.jpg			
Grace Browning	4.8 fl oz (142 ml)		http://www.publix.com/images/products/140000/142692-600x600-A.jpg			
Gmommas Cookies, Butterscotch Oatmeal	5.50 oz Bag		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Ounce(s) (28g) Servings Per Container 5 Amount Per Serving Calories from Fat 45 Calories 120 % Daily Value* 8% Total Fat 5g 15% Saturated Fat 3g Trans Fat 0g 7% Cholesterol 20mg 4% Sodium 105mg 6% Total Carbohydrates 17g 4% Dietary Fiber 1g Sugars 11g Protein 2g 2% Vitamin A 0% Vitamin C 0% Calcium 2% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
Kirby, Sofrito	6 oz Jar		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (14.17g) Servings Per Container 12 Amount Per Serving Calories from Fat 0 Calories 5 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 9% Sodium 220mg 1% Total Carbohydrates 2g 4% Dietary Fiber 1g Sugars 1g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
La Lechonera Marinade, Sour Orange	23 fl oz (680 ml)		http://www.publix.com/images/products/390000/392588-600x600-A.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (15ml) Servings Per Container 45 3/10 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 2% Sodium 50mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Water, Citric Acid, Natural And Artificial Orange Flavor, Salt, Sugar, Propylene Glycol, Fd&C Yellow 5, High Fructose Corn Syrup, Sodium Benzoate (Preservative), Food Starch, Fd&C Yellow 6, Brominated Soybean Oil, Fd&C Red 40 And Bha (To Protect Flavor).	
Iberia Marinade, Sour Orange	20 fl oz (591.4 ml)		http://www.publix.com/images/products/140000/142628-600x600-A.jpg			
Caribbean Sunshine Pepper Sauce, Scotch Bonnet, Jamaican	5 fl oz (142 ml)		http://www.publix.com/images/products/160000/163926-600x600-A.jpg			
JCS Caramel, Browning	5 fl oz (142 ml)		http://www.publix.com/images/products/140000/142749-600x600-A.jpg		Water, Caramel, Modified Corn Starch.	
Charleston Pig Seasoning Rub	5.1 oz (144.6 g)		http://www.publix.com/images/products/205000/205788-600x600-A.jpg			
KC Masterpiece Marinade, Classic Steakhouse	16 fl oz (1 pt) 473 ml		http://www.publix.com/images/products/395000/395968-600x600-A.jpg			
Moores Marinade, Teriyaki	16 fl oz (0.473 lt)		http://www.publix.com/images/products/310000/310598-600x600-A.jpg			
Macs BBQ Sauce, Carolina	16 fl oz	Great for pork, turkey & chicken. Speed shop. Beer. Bikes. BBQ. www.MacSpeedShop.com. Charlotte, North Carolina's own Mac's Speed Shop opened its doors in 2005 and quickly became one of the most sought after BBQ joints in town, opening the eyes (and taste buds!) of guests to an entirely new BBQ experience. Mac's sauces are our chef's own family recipes that have been smothered over pork, beef and chicken for generations are now available for you! Grab yourself a taste of what everyone's talking about!Show Lessing about!	http://www.publix.com/images/products/200000/200572-600x600-A.jpg	Nutrition Facts Serving Size 2 Tablespoon(s) (30ml) Servings Per Container 32 Amount Per Serving Calories from Fat 5 Calories 40 % Daily Value* 1% Total Fat 0.5g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 6% Sodium 150mg 3% Total Carbohydrates 8g 0% Dietary Fiber 0g Sugars 7g Protein 0g 2% Vitamin A 2% Vitamin C 0% Calcium 2% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Apple Cider Vinegar, Sugar, Tomato Concentrate, High Fructose Corn Syrup, Prepared Mustard (Ground Mustard Seed, Distilled Vinegar), Onion, Worcestershire Sauce (Molasses, Anchovies), Chili Sauce, Lemon Juice, Vegetable Oil, Spices, Garlic, Salt.	
Ocho Rios, Scotch Bonnet	3 oz Jar		http://www.publix.com/images/static/NoImage/No-image-product_328x328.jpg	Nutrition Facts Serving Size 1 Teaspoon(s) (5ml) Servings Per Container 17 Amount Per Serving Calories from Fat 0 Calories 0 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 5% Sodium 110mg 0% Total Carbohydrates 0g 0% Dietary Fiber 0g Sugars 0g Protein 0g 6% Vitamin A 15% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g		
McCormick Seafood Sauce, Lemon Butter Oil Flavored	8.4 oz (238 g)		http://www.publix.com/images/products/330000/330086-600x600-A.jpg	Nutrition Facts Serving Size 2 Tablespoon(s) (29g) Servings Per Container 8 Amount Per Serving Calories from Fat 80 Calories 100 % Daily Value* 14% Total Fat 9g 8% Saturated Fat 1.5g Trans Fat 0g 0% Cholesterol Less than 5 mg 8% Sodium 190mg 1% Total Carbohydrates 4g 0% Dietary Fiber 0g Sugars 4g Protein 0g 4% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Water, Soybean Oil, High Fructose Corn Syrup, Distilled Vinegar, Lemon Juice Concentrate, Salt, Spice, Onion, Propylene Glycol Alginate (Thickener), Xanthan Gum, Dill Weed, Lemon Peel, Natural Flavor, 0.1% Sodium Benzoate (Preservative), Lemon Oil, Red Pepper, Beta Carotene (Color), Calcium Disodium Edta (To Protect Freshness), And Butter (Milk).	Do Not Use If Cap Shrinkwrap Is Missing.
More Than Gourmet Demi-Glace, Classic French, Demi-Glace Gold	1.5 oz (42.5 g)	Made with veal and beef stock. US inspected and passed by Department of Agriculture. Recipe included. No MSG or preservatives. Explore the sauceabilities. www.morethangourmet.com/recipes. Culinary grade stocks & sauces. Welcome to the Kitchens of More Than Gourmet, where we are proud to be the only company today making Classic French Stocks and Sauces in the old world tradition. For the first time ever, we have made available the same products used by the world's finest chefs for your own kitchen. For more recipes go to www.morethangourmet.com. Crafted with pride in the USA.Show Lesstchen. For more recipes go to www.morethangourmet.com. Crafted with pride in the USA.	http://www.publix.com/images/products/20000/022906-600x600-A.jpg			
Zatarains Horseradish, Prepared	5.25 oz (148 g)		http://www.publix.com/images/products/150000/151547-600x600-A.jpg	Nutrition Facts Serving Size 1 Tablespoon(s) (15g) Servings Per Container 10 Amount Per Serving Calories from Fat 0 Calories 15 % Daily Value* 0% Total Fat 0g 0% Saturated Fat 0g Trans Fat 0g 0% Cholesterol 0mg 4% Sodium 90mg 1% Total Carbohydrates 2g 0% Dietary Fiber 0g Sugars 0g Protein 0g 0% Vitamin A 0% Vitamin C 0% Calcium 0% Iron * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Calories 2000 2500 Total Fat Less than 65g 80g    Saturated Fat Less than 20g 25g Cholesterol Less than 300mg 300mg Sodium Less than 2400mg 2400mg Potassium   3500mg 3500mg Total Carbohydrate   300g 375g    Dietary Fiber   25g 30g Protein   50g 65g	Horseradish, Vinegar, Water, Soybean Oil, Salt, Artificial Flavor, Egg, Sugar, Sodium Metabisulfite & Sodium Benzoate (As Preservatives), Cellulose Gum, Xanthan Gum, Citric Acid, Spices, High Fructose Corn Syrup, Lemon Juice Concentrate, And Calcium Disodium Edta (Retains Product Freshness).	
Goya Hot Sauce, Salsa Picante	3 fl oz (89 ml)		http://www.publix.com/images/products/815000/818125-600x600-A.jpg			
Inglehoffer Horseradish, Extra Hot	4 oz (113 g)		http://www.publix.com/images/products/340000/340934-600x600-A.jpg			
Goya Sofrito, Tomato Cooking Base	24 oz (1 lb 8 oz) 680 g		http://www.publix.com/images/products/850000/854217-600x600-A.jpg			
